"Uganda","Zambia","output_type","file_name","parm","quartile"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"107 (98 to 115)","122 (112 to 132)","cost per child, WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"111 (104 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"74 (63 to 85)","85 (72 to 97)","incremental cost, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"79 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"55 (42 to 68)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"-19 (-32 to -7)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"-23 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"16.91","19.3","ICER (no discounting), WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"17.67","20.48","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"13.77","15.86","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"83.28","118.1","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"48.74","54.17","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"52.72","61.8","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"41.45","47.2","ICER, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"43.32","50.1","ICER, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"33.77","38.79","ICER, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"204.15","288.88","ICER, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"119.49","132.5","ICER, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"129.23","151.15","ICER, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_LQ.csv","c.s.soc.reassessCXRxga","LQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"440 (216 to 685)","439 (205 to 688)","100x undiscounted LYS, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"445 (225 to 698)","444 (210 to 692)","100x undiscounted LYS, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"400 (183 to 647)","400 (173 to 638)","100x undiscounted LYS, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"5 (-76 to 93)","5 (-76 to 95)","100x undiscounted LYS, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-39 (-161 to 58)","-39 (-163 to 62)","100x undiscounted LYS, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-45 (-139 to 0)","-45 (-142 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"179 (88 to 279)","179 (84 to 281)","100x DALYs averted, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"181 (92 to 285)","182 (86 to 283)","100x DALYs averted, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"163 (75 to 264)","163 (71 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"107 (98 to 115)","122 (112 to 132)","cost per child, WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"111 (104 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"74 (63 to 85)","85 (72 to 97)","incremental cost, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"79 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"55 (42 to 68)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-19 (-32 to -7)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"-23 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"16.91","19.3","ICER (no discounting), WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"17.67","20.48","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"13.77","15.86","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"83.28","118.1","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"48.74","54.17","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"52.72","61.8","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"41.45","47.2","ICER, WHO v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"43.32","50.1","ICER, TBS1 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"33.77","38.79","ICER, TBS2 v SOC","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"204.15","288.88","ICER, TBS1 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"119.49","132.5","ICER, TBS2 v WHO","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"129.23","151.15","ICER, TBS2 v TBS1","tICERtable_c.s.soc.reassessCXRxga_UQ.csv","c.s.soc.reassessCXRxga","UQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"440 (216 to 685)","439 (205 to 688)","100x undiscounted LYS, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"445 (225 to 698)","444 (210 to 692)","100x undiscounted LYS, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"400 (183 to 647)","400 (173 to 638)","100x undiscounted LYS, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"5 (-76 to 93)","5 (-76 to 95)","100x undiscounted LYS, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-39 (-161 to 58)","-39 (-163 to 62)","100x undiscounted LYS, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-45 (-139 to 0)","-45 (-142 to 0)","100x undiscounted LYS, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"179 (88 to 279)","179 (84 to 281)","100x DALYs averted, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"181 (92 to 285)","182 (86 to 283)","100x DALYs averted, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"163 (75 to 264)","163 (71 to 261)","100x DALYs averted, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"2 (-31 to 38)","2 (-31 to 39)","100x DALYs averted, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-16 (-66 to 24)","-16 (-67 to 25)","100x DALYs averted, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-18 (-57 to 0)","-18 (-58 to 0)","100x DALYs averted, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"32 (26 to 39)","37 (30 to 45)","cost per child, SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"107 (98 to 115)","122 (112 to 132)","cost per child, WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"111 (104 to 119)","128 (120 to 137)","cost per child, TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"88 (76 to 99)","101 (87 to 114)","cost per child, TBS2","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"74 (63 to 85)","85 (72 to 97)","incremental cost, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"79 (69 to 88)","91 (80 to 102)","incremental cost, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"55 (42 to 68)","63 (48 to 78)","incremental cost, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"4 (-4 to 13)","6 (-3 to 16)","incremental cost, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-19 (-32 to -7)","-21 (-36 to -7)","incremental cost, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"-23 (-35 to -14)","-28 (-40 to -16)","incremental cost, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"16.91","19.3","ICER (no discounting), WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"17.67","20.48","ICER (no discounting), TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"13.78","15.86","ICER (no discounting), TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"83.28","118.1","ICER (no discounting), TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"48.74","54.17","ICER (no discounting), TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"52.72","61.8","ICER (no discounting), TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"41.45","47.2","ICER, WHO v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"43.32","50.1","ICER, TBS1 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"33.77","38.8","ICER, TBS2 v SOC","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"204.15","288.88","ICER, TBS1 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"119.49","132.5","ICER, TBS2 v WHO","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"129.23","151.15","ICER, TBS2 v TBS1","tICERtable_c.s.soc.scre_LQ.csv","c.s.soc.scre","LQ"
"15 (8 to 22)","15 (8 to 22)","100x ATT per child, SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"63 (53 to 72)","63 (53 to 72)","100x ATT per child, WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"44 (34 to 54)","44 (34 to 54)","100x ATT per child, TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"36 (27 to 45)","36 (27 to 45)","100x ATT per child, TBS2","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"12 (5 to 20)","12 (5 to 20)","% FP, SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"55 (45 to 66)","55 (45 to 66)","% FP, WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"32 (22 to 42)","32 (22 to 42)","% FP, TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"23 (14 to 32)","23 (14 to 32)","% FP, TBS2","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"75 (53 to 94)","75 (53 to 94)","% FN, SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"7 (0 to 21)","7 (0 to 21)","% FN, WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"6 (0 to 20)","6 (0 to 20)","% FN, TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"13 (0 to 31)","13 (0 to 31)","% FN, TBS2","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"48 (36 to 59)","48 (36 to 59)","100x incremental ATT, WHO v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"29 (17 to 40)","29 (17 to 40)","100x incremental ATT, TBS1 v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"21 (10 to 32)","21 (10 to 32)","100x incremental ATT, TBS2 v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-19 (-30 to -8)","-19 (-30 to -8)","100x incremental ATT, TBS1 v WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-27 (-38 to -17)","-27 (-38 to -17)","100x incremental ATT, TBS2 v WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-8 (-14 to -3)","-8 (-14 to -3)","100x incremental ATT, TBS2 v TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"19 (15 to 23)","19 (16 to 23)","100x deaths per child, SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"12 (11 to 14)","12 (11 to 14)","100x deaths per child, TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"13 (12 to 15)","13 (12 to 15)","100x deaths per child, TBS2","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, WHO v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-7 (-10 to -3)","-7 (-10 to -3)","100x incremental deaths, TBS1 v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"-6 (-10 to -3)","-6 (-10 to -3)","100x incremental deaths, TBS2 v SOC","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"0 (-1 to 1)","0 (-1 to 1)","100x incremental deaths, TBS1 v WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"1 (-1 to 2)","1 (-1 to 2)","100x incremental deaths, TBS2 v WHO","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
"1 (0 to 2)","1 (0 to 2)","100x incremental deaths, TBS2 v TBS1","tICERtable_c.s.soc.scre_UQ.csv","c.s.soc.scre","UQ"
